id,area,city,cluster,riskLevel,riskScore,totalViolations,accidentCount,lat,lon
cl_50,Laxmi Nagar,Delhi,0,Low,0.0,0,0,28.62542714909473,77.28773589180909
cl_51,Borivali,Mumbai,2,High,0.0,0,0,19.157328957770133,72.83263606459124
cl_52,Karol Bagh,Delhi,0,Low,0.0,0,0,28.65566453991961,77.2373396181552
cl_53,Electronic City,Bengaluru,1,Medium,0.0,0,0,12.894243055928529,77.58761808797638
cl_54,Lucknow,Lucknow,0,Low,0.0,0,0,19.99831979300523,77.9919017167855
cl_55,Secunderabad,Hyderabad,0,Low,0.0,0,0,17.468316873419443,78.51102892159945
cl_56,Malleshwaram,Bengaluru,0,Low,0.0,0,0,13.003608321439216,77.58405397545731
cl_57,LB Nagar,Hyderabad,0,Low,0.0,0,0,17.328828148479403,78.4819244754441
cl_58,Lower Parel,Mumbai,2,High,0.0,0,0,19.017538682142963,72.84616838783703
cl_59,Chennai,Chennai,0,Low,0.0,0,0,19.990374830731717,78.00842324869005
cl_60,Uppal,Hyderabad,0,Low,0.0,0,0,17.471777425766057,78.56047925086001
cl_61,Indiranagar,Bengaluru,0,Low,0.0,0,0,12.982047979705465,77.57520430591093
cl_62,Aundh,Pune,2,High,0.0,0,0,18.555056408702782,73.81649347334972
cl_63,Mehdipatnam,Hyderabad,0,Low,0.0,0,0,17.33301722153391,78.41123747400202
cl_64,Gachibowli ORR,Hyderabad,0,Low,0.0,0,0,17.4435675868968,78.34368293947756
cl_65,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00292049641467,77.99846812732645
cl_66,Kdk Road,Nagpur,0,Low,0.0,0,0,21.187534397416453,79.05324494424177
cl_67,Lucknow,Lucknow,0,Low,0.0,0,0,19.99923359956882,77.99563543465408
cl_68,Jaipur,Jaipur,0,Low,0.0,0,0,20.00810612417957,77.99294697311983
cl_69,Katraj,Pune,2,High,0.0,0,0,18.495737587946262,73.87659523166306
cl_70,Bhopal,Bhopal,0,Low,0.0,0,0,20.002779034643456,78.00245621136682
cl_71,Kharadi,Pune,2,High,0.0,0,0,18.5401465539316,73.89976662971193
cl_72,Lakshmi Nagar,Nagpur,0,Low,0.0,0,0,21.157855912324056,79.04660767313528
cl_73,Kolkata,Kolkata,0,Low,0.0,0,0,19.99713948352071,78.00561683133957
cl_74,Secunderabad,Hyderabad,0,Low,0.0,0,0,17.453609129718764,78.51587532838005
cl_75,Swargate,Pune,2,High,0.0,0,0,18.53126172038929,73.84899795968524
cl_76,Hingna Industrial,Nagpur,0,Low,0.0,0,0,21.092753902156574,79.05733899897308
cl_77,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.99148104078353,77.99345312727968
cl_78,Bhopal,Bhopal,0,Low,0.0,0,0,19.99277753744077,78.00580746121615
cl_79,Kdk Road,Nagpur,0,Low,0.0,0,0,21.181483300395307,79.05931666399242
cl_80,Jaipur,Jaipur,0,Low,0.0,0,0,20.008949662736192,78.00037795586809
cl_81,Bavdhan,Pune,2,High,0.0,0,0,18.550909236065827,73.78282907467648
cl_82,Whitefield,Bengaluru,0,Low,0.0,0,0,12.968312434924282,77.63928884315551
cl_83,Lucknow,Lucknow,0,Low,0.0,0,0,19.997682996670036,78.00230754888328
cl_84,Rohini,Delhi,0,Low,0.0,0,0,28.66462712676747,77.45495037542021
cl_85,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.005288082294143,77.99559441355248
cl_86,Lucknow,Lucknow,0,Low,0.0,0,0,19.99297881329153,78.00786263384155
cl_87,Uppal,Hyderabad,0,Low,0.0,0,0,17.4759350962786,78.56450648425104
cl_88,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.99037874735013,77.99627384966892
cl_89,Dadar Junction,Mumbai,1,Medium,0.0,0,0,19.03708573977289,72.86543979568297
cl_90,Bhopal,Bhopal,1,Medium,0.0,0,0,19.992437482114653,78.00353244491565
cl_91,Chennai,Chennai,0,Low,0.0,0,0,19.994849160768204,78.00339667929786
cl_92,Saket,Delhi,0,Low,0.0,0,0,28.56270830682604,77.20118325172483
cl_93,Wakad,Pune,2,High,0.0,0,0,18.581359237373288,73.80214601381547
cl_94,Secunderabad,Hyderabad,0,Low,0.0,0,0,17.465145655005152,78.51350989827677
cl_95,Chennai,Chennai,0,Low,0.0,0,0,19.99472605154844,78.00335572229598
cl_96,Kolkata,Kolkata,0,Low,0.0,0,0,19.998316912308624,78.00098469017637
cl_97,Kolkata,Kolkata,0,Low,0.0,0,0,19.992324800443694,77.99410802971079
cl_98,Lucknow,Lucknow,0,Low,0.0,0,0,19.991460590518308,77.99847394769557
cl_99,Bhopal,Bhopal,0,Low,0.0,0,0,19.991604999852587,78.00928288752762
cl_100,Jaipur,Jaipur,1,Medium,0.0,0,0,19.999212505570974,77.99310242746408
cl_101,Bhopal,Bhopal,0,Low,0.0,0,0,19.99434538420355,78.00727460485341
cl_102,Chembur,Mumbai,2,High,0.0,0,0,19.061833342444853,72.92470424218648
cl_103,Dadar Junction,Mumbai,2,High,0.0,0,0,19.03926050318997,72.85115247868931
cl_104,Chennai,Chennai,0,Low,0.0,0,0,20.005233928350744,78.00448610479704
cl_105,Laxmi Nagar,Delhi,0,Low,0.0,0,0,28.634325009216912,77.2849744267999
cl_106,Indiranagar,Bengaluru,0,Low,0.0,0,0,12.984400238754985,77.56590384575014
cl_107,Banjara Hills,Hyderabad,0,Low,0.0,0,0,17.403680955457226,78.44778729059429
cl_108,Jaripatka,Nagpur,0,Low,0.0,0,0,21.069757087680063,79.08013224713984
cl_109,Jaipur,Jaipur,0,Low,0.0,0,0,19.99708882201721,78.00589872664168
cl_110,Kukatpally,Hyderabad,0,Low,0.0,0,0,17.386906595890807,78.38289814483886
cl_111,Uppal,Hyderabad,0,Low,0.0,0,0,17.47922938379752,78.5617407220817
cl_112,Bhopal,Bhopal,0,Low,0.0,0,0,20.006773493152263,77.9968118549295
cl_113,Lucknow,Lucknow,0,Low,0.0,0,0,19.995359440617893,77.99759999986166
cl_114,Dadar Junction,Mumbai,2,High,0.0,0,0,19.04193849110574,72.86568877448505
cl_115,Itwari Bazaar,Nagpur,0,Low,0.0,0,0,21.10968462627868,79.08153842722791
cl_116,Whitefield,Bengaluru,0,Low,0.0,0,0,12.966008705693584,77.64206422536779
cl_117,Laxmi Nagar,Delhi,0,Low,0.0,0,0,28.6386342526626,77.28300198313994
cl_118,Bhopal,Bhopal,0,Low,0.0,0,0,20.00164488038433,78.00068734802404
cl_119,Bhopal,Bhopal,0,Low,0.0,0,0,20.005924621288543,77.99211889103212
cl_120,Whitefield,Bengaluru,0,Low,0.0,0,0,12.976626354894144,77.64460301446046
cl_121,Indiranagar,Bengaluru,0,Low,0.0,0,0,12.989678009411763,77.56487825893103
cl_122,Jaipur,Jaipur,0,Low,0.0,0,0,19.99556689661031,78.00407519486677
cl_123,Lucknow,Lucknow,0,Low,0.0,0,0,19.993450550260206,78.00347177724629
cl_124,Lucknow,Lucknow,0,Low,0.0,0,0,19.993337310476548,77.99577669548098
cl_125,Miyapur,Hyderabad,0,Low,0.0,0,0,17.49061721411286,78.40522113237091
cl_126,Silk Board,Bengaluru,0,Low,0.0,0,0,12.9653708387002,77.59250309373473
cl_127,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.99413239312373,77.99413885441504
cl_128,Lucknow,Lucknow,0,Low,0.0,0,0,20.007321575899823,77.99499354483876
cl_129,Banjara Hills,Hyderabad,0,Low,0.0,0,0,17.419005081577307,78.43654578560322
cl_130,Bhopal,Bhopal,0,Low,0.0,0,0,19.99687479241105,78.00365103852187
cl_131,Sitabuldi,Nagpur,0,Low,0.0,0,0,21.14164841061411,79.09829017622826
cl_132,Bandra-Worli,Mumbai,2,High,0.0,0,0,19.074446278675502,72.86964350302185
cl_133,Katraj,Pune,2,High,0.0,0,0,18.49702375437653,73.86426110902848
cl_134,Dadar Junction,Mumbai,2,High,0.0,0,0,19.04442359277719,72.85569841620013
cl_135,Itwari Bazaar,Nagpur,0,Low,0.0,0,0,21.118678488033485,79.08263965761466
cl_136,Chennai,Chennai,0,Low,0.0,0,0,20.002810745766247,78.00075310716272
cl_137,Koramangala,Bengaluru,0,Low,0.0,0,0,12.929889595074387,77.63249255508698
cl_138,Kolkata,Kolkata,0,Low,0.0,0,0,20.007728295194813,78.0054286058098
cl_139,Automotive Square,Nagpur,0,Low,0.0,0,0,21.08445556746652,79.06456808846306
cl_140,Sitabuldi,Nagpur,0,Low,0.0,0,0,21.15651993991105,79.09643071925235
cl_141,Jaipur,Jaipur,0,Low,0.0,0,0,19.99607818614536,78.00245435047785
cl_142,Kolkata,Kolkata,0,Low,0.0,0,0,20.004761653203847,77.99615021275042
cl_143,Dwarka,Delhi,0,Low,0.0,0,0,28.59274431360065,77.04788702578468
cl_144,Lucknow,Lucknow,0,Low,0.0,0,0,19.99310821102644,77.993287499614
cl_145,Kukatpally,Hyderabad,0,Low,0.0,0,0,17.377114855110083,78.38026919350757
cl_146,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00372570524071,78.00875149796079
cl_147,Lucknow,Lucknow,0,Low,0.0,0,0,20.006433708030645,77.99789997376443
cl_148,Chennai,Chennai,0,Low,0.0,0,0,19.99274472034264,77.99398915613334
cl_149,Jaipur,Jaipur,1,Medium,0.0,0,0,20.007915295632287,78.00557076562657
cl_150,Mankapur,Nagpur,0,Low,0.0,0,0,21.171124204507187,79.03395253127199
cl_151,Lucknow,Lucknow,1,Medium,0.0,0,0,20.00052897028297,77.99001366992768
cl_152,Rohini,Delhi,0,Low,0.0,0,0,28.665452064087457,77.46251721342765
cl_153,Bhopal,Bhopal,0,Low,0.0,0,0,20.00404016896318,78.0014566958534
cl_154,Kamptee Road,Nagpur,0,Low,0.0,0,0,21.17022791240591,79.104193685688
cl_155,Bhopal,Bhopal,0,Low,0.0,0,0,20.00516487087118,77.99451165455024
cl_156,Kolkata,Kolkata,0,Low,0.0,0,0,20.003072703505307,78.0021463525131
cl_157,Bandra-Worli,Mumbai,2,High,0.0,0,0,19.074552119148915,72.87289098897932
cl_158,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.99373165882316,77.99089233849396
cl_159,Kolkata,Kolkata,0,Low,0.0,0,0,20.009312554081607,78.00374135864777
cl_160,Lucknow,Lucknow,0,Low,0.0,0,0,19.99085351801267,77.9915673704428
cl_161,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.004008242431738,78.00175152175464
cl_162,Pashan,Pune,2,High,0.0,0,0,18.563443994563134,73.83805947916863
cl_163,Lucknow,Lucknow,1,Medium,0.0,0,0,20.007378000501983,77.99268771041937
cl_164,Bhopal,Bhopal,0,Low,0.0,0,0,19.99271299642034,78.00702590681975
cl_165,Lucknow,Lucknow,0,Low,0.0,0,0,19.99977573478133,77.99892206865215
cl_166,Lucknow,Lucknow,0,Low,0.0,0,0,19.99819014392991,77.99040104714999
cl_167,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.996042901825486,78.00041275796656
cl_168,Chennai,Chennai,0,Low,0.0,0,0,19.992998585927083,78.00530948776607
cl_169,Sonegaon,Nagpur,0,Low,0.0,0,0,21.133813359092454,79.03716994263341
cl_170,Chembur,Mumbai,2,High,0.0,0,0,19.067024277764222,72.91941073135341
cl_171,Lucknow,Lucknow,0,Low,0.0,0,0,19.991616229338582,77.99665258893833
cl_172,Thane GB Road,Mumbai,2,High,0.0,0,0,19.190754506369498,72.96398828502456
cl_173,Automotive Square,Nagpur,0,Low,0.0,0,0,21.075816555836187,79.07455663822893
cl_174,Jaipur,Jaipur,0,Low,0.0,0,0,19.997331829028,78.00301080760242
cl_175,Chennai,Chennai,0,Low,0.0,0,0,19.998417429128537,77.99201959694363
cl_176,Malleshwaram,Bengaluru,0,Low,0.0,0,0,13.003207471972615,77.58096277527457
cl_177,Laxmi Nagar,Delhi,0,Low,0.0,0,0,28.634285547144724,77.27399617830115
cl_178,Bandra-Worli,Mumbai,2,High,0.0,0,0,19.08066135890677,72.87445244306548
cl_179,Charminar,Hyderabad,0,Low,0.0,0,0,17.3660452956809,78.56356786272498
cl_180,Lucknow,Lucknow,0,Low,0.0,0,0,20.000462063504493,78.00401160368595
cl_181,Pashan,Pune,1,Medium,0.0,0,0,18.575028600020957,73.83641267631067
cl_182,Silk Board,Bengaluru,0,Low,0.0,0,0,12.972142620228096,77.58400339430956
cl_183,Lucknow,Lucknow,1,Medium,0.0,0,0,20.005186399021586,77.9944349421564
cl_184,Secunderabad,Hyderabad,0,Low,0.0,0,0,17.456758670971954,78.5251429868362
cl_185,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00630488308197,77.99207107922247
cl_186,Lucknow,Lucknow,0,Low,0.0,0,0,19.99627821590183,78.00473637296788
cl_187,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00495737446753,78.00682778604833
cl_188,Chennai,Chennai,0,Low,0.0,0,0,20.002322176675207,78.0035105202704
cl_189,Dwarka,Delhi,0,Low,0.0,0,0,28.59241123391224,77.05561849785751
cl_190,Kolkata,Kolkata,0,Low,0.0,0,0,19.99081268465944,77.99558224492618
cl_191,Lower Parel,Mumbai,2,High,0.0,0,0,19.01139924030855,72.8436773819507
cl_192,Jaipur,Jaipur,0,Low,0.0,0,0,19.99079754496851,78.00771320317997
cl_193,Pashan,Pune,2,High,0.0,0,0,18.56014661172434,73.83130943644208
cl_194,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.993559843271107,77.99503816001983
cl_195,Lucknow,Lucknow,0,Low,0.0,0,0,19.9957967319767,78.00371757318099
cl_196,Bavdhan,Pune,2,High,0.0,0,0,18.56898930207061,73.78107048375529
cl_197,Andheri-Kurla,Mumbai,2,High,0.0,0,0,19.080292450842464,72.838419558227
cl_198,Gittikhadan,Nagpur,0,Low,0.0,0,0,21.13971722460548,79.12656692156439
cl_199,Malleshwaram,Bengaluru,0,Low,0.0,0,0,13.007174832042272,77.5761094359289
cl_200,Jaipur,Jaipur,0,Low,0.0,0,0,19.990733126186072,77.99521232642881
cl_201,Jaipur,Jaipur,1,Medium,0.0,0,0,20.000282733610327,77.99892440887677
cl_202,Lucknow,Lucknow,1,Medium,0.0,0,0,20.009611795641263,77.99648142220128
cl_203,Bhopal,Bhopal,1,Medium,0.0,0,0,20.007354388437424,77.99973723125348
cl_204,Kolkata,Kolkata,0,Low,0.0,0,0,19.999576292854403,77.99421407902103
cl_205,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.99171497005472,77.99898406723239
cl_206,Kolkata,Kolkata,0,Low,0.0,0,0,19.994046970981763,78.00719183384021
cl_207,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.99086876566673,78.0005963303788
cl_208,Kolkata,Kolkata,0,Low,0.0,0,0,20.00045081259576,78.00039523691046
cl_209,Chennai,Chennai,0,Low,0.0,0,0,20.00567576833927,77.99964935514014
cl_210,Jaipur,Jaipur,0,Low,0.0,0,0,20.00394114817449,78.00413579867066
cl_211,Chennai,Chennai,0,Low,0.0,0,0,19.999887367552365,77.9902142079475
cl_212,Jaipur,Jaipur,0,Low,0.0,0,0,19.994006207662483,77.99030733044995
cl_213,Swargate,Pune,2,High,0.0,0,0,18.522447719410533,73.83988503648936
cl_214,Jaipur,Jaipur,0,Low,0.0,0,0,19.997653464918383,78.00577312037262
cl_215,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.0078863250574,77.99538151564937
cl_216,Bhopal,Bhopal,0,Low,0.0,0,0,19.99084526253462,77.99964584162402
cl_217,Lucknow,Lucknow,0,Low,0.0,0,0,20.00372677293061,77.99349600724238
cl_218,Shivajinagar,Pune,2,High,0.0,0,0,18.50421064964221,73.83401425253632
cl_219,Kukatpally,Hyderabad,0,Low,0.0,0,0,17.378430413380205,78.37268943369322
cl_220,Jaipur,Jaipur,0,Low,0.0,0,0,20.001149829764937,78.00620031762983
cl_221,Bajaj Nagar,Nagpur,0,Low,0.0,0,0,21.100730471531115,79.10763424380967
cl_222,Lower Parel,Mumbai,1,Medium,0.0,0,0,19.024753836131826,72.85561948073845
cl_223,Bhopal,Bhopal,0,Low,0.0,0,0,19.99107650876438,78.00541867411093
cl_224,Swargate,Pune,2,High,0.0,0,0,18.530523094813105,73.8534996309088
cl_225,Jaipur,Jaipur,0,Low,0.0,0,0,19.996157363707688,77.99824407611189
cl_226,Goregaon,Mumbai,2,High,0.0,0,0,19.117472877530545,72.88823471738132
cl_227,Jaipur,Jaipur,0,Low,0.0,0,0,19.99273248065853,77.99220712701036
cl_228,Kolkata,Kolkata,0,Low,0.0,0,0,19.999871591063915,77.99683825707737
cl_229,Kolkata,Kolkata,0,Low,0.0,0,0,20.005424506660543,77.99885921884285
cl_230,Manewada,Nagpur,0,Low,0.0,0,0,21.13775039152087,79.127273153315
cl_231,Katraj,Pune,1,Medium,0.0,0,0,18.503718892875117,73.86676844193501
cl_232,Sitabuldi,Nagpur,0,Low,0.0,0,0,21.1579732608854,79.09470604266325
cl_233,Jaipur,Jaipur,0,Low,0.0,0,0,19.99734225414009,77.99001439657448
cl_234,Jaipur,Jaipur,0,Low,0.0,0,0,20.002818078595705,77.99220928268079
cl_235,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00860422073618,77.99417476186987
cl_236,Kharadi,Pune,2,High,0.0,0,0,18.53770662176452,73.88386238895747
cl_237,Karol Bagh,Delhi,0,Low,0.0,0,0,28.659968671441064,77.22886024339996
cl_238,LB Nagar,Hyderabad,0,Low,0.0,0,0,17.324526265566746,78.48965912942357
cl_239,Lucknow,Lucknow,0,Low,0.0,0,0,19.99529976358519,78.00779250704976
cl_240,India Gate Area,Delhi,0,Low,0.0,0,0,28.60456954791845,77.22011845417647
cl_241,Kukatpally,Hyderabad,0,Low,0.0,0,0,17.371010396282916,78.38463157147129
cl_242,Chennai,Chennai,0,Low,0.0,0,0,19.99269741527452,78.00118592354627
cl_243,Chennai,Chennai,0,Low,0.0,0,0,20.00187754298082,77.99048413660671
cl_244,Hebbal Flyover,Bengaluru,0,Low,0.0,0,0,13.04164889511766,77.5927537017783
cl_245,Gachibowli ORR,Hyderabad,0,Low,0.0,0,0,17.434013921140014,78.35193053376942
cl_246,Pratap Nagar,Nagpur,1,Medium,0.0,0,0,21.13694212817126,79.04176041337645
cl_247,Jaipur,Jaipur,0,Low,0.0,0,0,19.997743411792875,78.0099990360163
cl_248,Jaipur,Jaipur,0,Low,0.0,0,0,20.00210737769742,77.99898338370654
cl_249,Rohini,Delhi,0,Low,0.0,0,0,28.665351951783823,77.46059276243233
cl_250,Automotive Square,Nagpur,0,Low,0.0,0,0,21.07052168985594,79.0615895086062
cl_251,Chembur,Mumbai,2,High,0.0,0,0,19.054091242114623,72.91354156403648
cl_252,Lucknow,Lucknow,1,Medium,0.0,0,0,20.009916727430483,78.00037405305174
cl_253,Chennai,Chennai,0,Low,0.0,0,0,20.00659787008853,77.9990339617566
cl_254,Bhopal,Bhopal,0,Low,0.0,0,0,20.00466524662428,77.99182382481011
cl_255,Bhopal,Bhopal,1,Medium,0.0,0,0,19.99616124411069,78.00460323494205
cl_256,Kolkata,Kolkata,0,Low,0.0,0,0,19.998203027314226,77.99158809834736
cl_257,Wadi Junction,Nagpur,0,Low,0.0,0,0,21.08322670454861,79.0456876108961
cl_258,Bhopal,Bhopal,0,Low,0.0,0,0,20.00389238876989,77.99548837085503
cl_259,Chennai,Chennai,0,Low,0.0,0,0,19.997077066887485,77.99259426275108
cl_260,Kolkata,Kolkata,0,Low,0.0,0,0,20.00120831009836,78.00275007087176
cl_261,Manewada,Nagpur,1,Medium,0.0,0,0,21.13344945914732,79.12832326106347
cl_262,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.008323729021555,78.00591565599346
cl_263,Aundh,Pune,2,High,0.0,0,0,18.566540974652412,73.81843167153774
cl_264,Whitefield,Bengaluru,0,Low,0.0,0,0,12.977435979708767,77.64644277035926
cl_265,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.007842711688557,77.99641760739692
cl_266,JP Nagar,Bengaluru,0,Low,0.0,0,0,12.904896501477252,77.55142485742441
cl_267,Lucknow,Lucknow,0,Low,0.0,0,0,20.00516805092556,78.00618599646292
cl_268,Kolkata,Kolkata,0,Low,0.0,0,0,20.00399229242165,78.00330361237084
cl_269,Miyapur,Hyderabad,0,Low,0.0,0,0,17.498016329495687,78.39826883811334
cl_270,Dwarka,Delhi,0,Low,0.0,0,0,28.589732606129992,77.05184326270164
cl_271,Mehdipatnam,Hyderabad,0,Low,0.0,0,0,17.345099770223516,78.42619678735736
cl_272,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,20.00695273490661,78.00705010358902
cl_273,Mehdipatnam,Hyderabad,0,Low,0.0,0,0,17.33346820212526,78.41278137731376
cl_274,Chennai,Chennai,0,Low,0.0,0,0,19.99912057308757,78.00577856849065
cl_275,Lucknow,Lucknow,0,Low,0.0,0,0,19.997339400505044,78.00956466898886
cl_276,Kolkata,Kolkata,0,Low,0.0,0,0,20.00267375328231,78.00596196481283
cl_277,Malleshwaram,Bengaluru,0,Low,0.0,0,0,13.00608141686424,77.58570043110306
cl_278,Silk Board,Bengaluru,0,Low,0.0,0,0,12.975828583316735,77.59607643079379
cl_279,Bhopal,Bhopal,1,Medium,0.0,0,0,19.998803700167837,78.0027514933299
cl_280,Lucknow,Lucknow,0,Low,0.0,0,0,20.007405554717,77.9902372608019
cl_281,Chennai,Chennai,0,Low,0.0,0,0,19.99922217186885,78.00350582238273
cl_282,Karol Bagh,Delhi,0,Low,0.0,0,0,28.64068083525057,77.23238794447361
cl_283,Sonegaon,Nagpur,0,Low,0.0,0,0,21.133723641198237,79.04277561015688
cl_284,Manyata Tech Park,Bengaluru,1,Medium,0.0,0,0,13.017852688905364,77.63290966354192
cl_285,Aundh,Pune,2,High,0.0,0,0,18.54975671265492,73.81880967641867
cl_286,Bhopal,Bhopal,0,Low,0.0,0,0,20.009832027607995,77.99666879425672
cl_287,Chennai,Chennai,1,Medium,0.0,0,0,19.992135360334903,78.00377685164798
cl_288,Kharadi,Pune,2,High,0.0,0,0,18.532363742174457,73.89614207411614
cl_289,Jaipur,Jaipur,0,Low,0.0,0,0,19.99614674669813,78.00587394209165
cl_290,Lucknow,Lucknow,0,Low,0.0,0,0,19.992746588039637,78.00672854184579
cl_291,Connaught Place,Delhi,0,Low,0.0,0,0,28.62973934949647,77.20712699157107
cl_292,Wakad,Pune,2,High,0.0,0,0,18.58652967196443,73.8060239953321
cl_293,Chennai,Chennai,0,Low,0.0,0,0,20.006875633890715,78.0082296874336
cl_294,Kolkata,Kolkata,0,Low,0.0,0,0,20.000298074352155,77.99141718996988
cl_295,Bhopal,Bhopal,0,Low,0.0,0,0,20.007809776877743,77.99289882543924
cl_296,Kolkata,Kolkata,0,Low,0.0,0,0,20.00772817943918,78.00207271965694
cl_297,Ahmedabad,Ahmedabad,0,Low,0.0,0,0,19.9965459189466,78.00158934060073
cl_298,Borivali,Mumbai,2,High,0.0,0,0,19.154635725678,72.84899867791206
