location_surrogate_key,location_key,area_name,city_id,city,state,latitude,longitude
288,LOC01519,Bus Stand Area,C076,Gandhinagar,Gujarat,23.226247,72.644511
289,LOC01721,Main Road,C100,Thrissur,Kerala,10.515027,76.201203
290,LOC01041,New Colony,C014,Mangaluru,Karnataka,12.91694,74.841686
291,LOC02540,Market Area,C082,Bareilly,Uttar Pradesh,28.369829,79.431734
292,LOC00820,Bus Stand Area,C016,Warangal,Telangana,17.970633,79.580995
293,LOC00903,Highway Junction,C005,Aurangabad,Maharashtra,19.870064,75.353974
294,LOC01387,Bus Stand Area,C032,Ajmer,Rajasthan,26.445685,74.625548
295,LOC00555,Railway Crossing,C026,Rajkot,Gujarat,22.315108,70.808818
296,LOC02160,Thane,C001,Mumbai,Maharashtra,19.064995,72.867433
297,LOC00217,Highway Junction,C029,Jodhpur,Rajasthan,26.241319,73.023106
298,LOC00001,Bus Stand Area,C083,Moradabad,Uttar Pradesh,28.832046,78.765139
299,LOC00693,City Center,C075,Jamnagar,Gujarat,22.462061,70.044581
300,LOC00623,Market Area,C064,Dhule,Maharashtra,20.889266,74.764294
301,LOC02732,Highway Junction,C050,Amritsar,Punjab,31.629124,74.864058
302,LOC02467,Flyover Junction,C004,Nashik,Maharashtra,19.99903,73.802217
303,LOC02988,Industrial Area,C050,Amritsar,Punjab,31.638952,74.873426
304,LOC02553,Bypass Road,C059,Thane,Maharashtra,19.231761,72.97872
305,LOC01050,New Colony,C065,Nanded,Maharashtra,19.136761,77.325047
306,LOC00016,Industrial Area,C032,Ajmer,Rajasthan,26.447981,74.645037
307,LOC00766,Highway Junction,C042,Gwalior,Madhya Pradesh,26.210084,78.186512
308,LOC00470,Railway Crossing,C007,Kolhapur,Maharashtra,16.692898,74.238412
309,LOC01908,City Center,C071,Tirunelveli,Tamil Nadu,8.721836,77.744714
310,LOC02020,Flyover Junction,C110,Guntur,Andhra Pradesh,16.303916,80.442942
311,LOC02242,Main Road,C007,Kolhapur,Maharashtra,16.695728,74.229604
312,LOC02613,Highway Junction,C020,Salem,Tamil Nadu,11.674043,78.134269
313,LOC02264,Clock Tower Area,C060,Navi Mumbai,Maharashtra,19.030498,73.03693
314,LOC01357,Flyover Junction,C057,Visakhapatnam,Andhra Pradesh,17.677288,83.228356
315,LOC02306,Industrial Area,C086,Saharanpur,Uttar Pradesh,29.968318,77.533321
316,LOC02817,Highway Junction,C028,Jaipur,Rajasthan,26.915451,75.794845
317,LOC00465,Market Area,C071,Tirunelveli,Tamil Nadu,8.709972,77.75854
318,LOC00489,Clock Tower Area,C079,Alwar,Rajasthan,27.551692,76.626182
319,LOC02575,Clock Tower Area,C050,Amritsar,Punjab,31.6316,74.883582
320,LOC00695,Industrial Area,C082,Bareilly,Uttar Pradesh,28.375357,79.426749
321,LOC01309,New Colony,C075,Jamnagar,Gujarat,22.484148,70.043297
322,LOC00160,Flyover Junction,C040,Indore,Madhya Pradesh,22.726584,75.858842
323,LOC00467,Indiranagar,C012,Bengaluru,Karnataka,12.966514,77.600531
324,LOC01540,Bus Stand Area,C105,Dibrugarh,Assam,27.456318,94.923947
325,LOC00869,Industrial Area,C092,Sagar,Madhya Pradesh,23.840548,78.729789
326,LOC02902,Yeshwanthpur,C012,Bengaluru,Karnataka,12.962246,77.594141
327,LOC02831,City Center,C057,Visakhapatnam,Andhra Pradesh,17.67238,83.207499
328,LOC01562,Old City,C063,Jalgaon,Maharashtra,21.013541,75.551265
329,LOC02371,IT Park Area,C060,Navi Mumbai,Maharashtra,19.029905,73.016544
330,LOC00003,Flyover Junction,C086,Saharanpur,Uttar Pradesh,29.972931,77.549555
331,LOC02129,Station Area,C048,Chandigarh,Punjab,30.746882,76.788996
332,LOC02739,New Colony,C072,Vellore,Tamil Nadu,12.924904,79.145002
333,LOC01428,Clock Tower Area,C009,Noida,Delhi NCR,28.535432,77.400212
334,LOC01857,Old City,C034,Kanpur,Uttar Pradesh,26.443952,80.332871
335,LOC00923,Industrial Area,C102,Patiala,Punjab,30.333454,76.39283
336,LOC02197,Dharampeth,C003,Nagpur,Maharashtra,21.151416,79.086587
337,LOC01637,Market Area,C079,Alwar,Rajasthan,27.566748,76.631145
338,LOC00739,Old City,C047,Thiruvananthapuram,Kerala,8.5268,76.944051
339,LOC02169,Ring Road,C043,Patna,Bihar,25.621456,85.138534
340,LOC00330,Old City,C072,Vellore,Tamil Nadu,12.903113,79.135194
